fecha,Tipo de cambio FIX,Tasa de interés objetivo,UDIS
19/03/2021,4.0000,6.727063,20.4823
22/03/2021,4.0000,6.731225,20.5788
23/03/2021,4.0000,6.732613,20.6408
24/03/2021,4.0000,6.734001,20.7882
25/03/2021,4.0000,6.735390,20.7662
26/03/2021,4.0000,6.737617,20.5677
29/03/2021,4.0000,6.744301,20.6047
30/03/2021,4.0000,6.746530,20.6025
31/03/2021,4.0000,6.748761,20.4400
05/04/2021,4.0000,6.759923,20.2483
06/04/2021,4.0000,6.762158,20.1612
07/04/2021,4.0000,6.764394,20.1765
08/04/2021,4.0000,6.766630,20.0890
09/04/2021,4.0000,6.768867,20.1630
12/04/2021,4.0000,6.773632,20.0950
13/04/2021,4.0000,6.774896,20.0735
14/04/2021,4.0000,6.776160,20.0583
15/04/2021,4.0000,6.777425,19.9270
16/04/2021,4.0000,6.778690,19.9158
19/04/2021,4.0000,6.782486,19.8145
20/04/2021,4.0000,6.783751,19.8877
21/04/2021,4.0000,6.785017,19.8740
22/04/2021,4.0000,6.786284,19.8865
23/04/2021,4.0000,6.787550,19.8695
26/04/2021,4.0000,6.790371,19.8362
27/04/2021,4.0000,6.790658,19.9785
28/04/2021,4.0000,6.790944,19.9712
29/04/2021,4.0000,6.791231,20.0978
30/04/2021,4.0000,6.791518,20.1822
03/05/2021,4.0000,6.792379,20.1902
04/05/2021,4.0000,6.792666,20.2235
05/05/2021,4.0000,6.792953,20.2077
06/05/2021,4.0000,6.793241,20.1838
07/05/2021,4.0000,6.793528,19.9223
10/05/2021,4.0000,6.794389,19.8860
11/05/2021,4.0000,6.795503,19.8848
12/05/2021,4.0000,6.796618,20.0940
13/05/2021,4.0000,6.797733,20.0495
14/05/2021,4.0000,6.798848,19.8487
17/05/2021,4.0000,6.802194,19.8028
18/05/2021,4.0000,6.803309,19.8313
19/05/2021,4.0000,6.804425,19.8143
20/05/2021,4.0000,6.805541,19.8810
21/05/2021,4.0000,6.806658,19.9510
24/05/2021,4.0000,6.810007,19.8720
25/05/2021,4.0000,6.811124,19.8903
26/05/2021,4.0000,6.811098,19.8783
27/05/2021,4.0000,6.811071,19.9487
28/05/2021,4.0000,6.811045,19.9442
31/05/2021,4.0000,6.810965,19.9213
01/06/2021,4.0000,6.810939,19.8927
02/06/2021,4.0000,6.810912,19.9277
03/06/2021,4.0000,6.810886,20.0605
04/06/2021,4.0000,6.810859,19.9328
07/06/2021,4.0000,6.810779,19.7970
08/06/2021,4.0000,6.810753,19.7728
09/06/2021,4.0000,6.810726,19.6897
10/06/2021,4.0000,6.810700,19.7002
11/06/2021,4.0000,6.811492,19.8823
14/06/2021,4.0000,6.813867,19.9065
15/06/2021,4.0000,6.814659,20.1235
16/06/2021,4.0000,6.815451,20.0588
17/06/2021,4.0000,6.816244,20.4292
18/06/2021,4.0000,6.817036,20.7002
21/06/2021,4.0000,6.819413,20.6000
22/06/2021,4.0000,6.820206,20.5712
23/06/2021,4.0000,6.820999,20.2505
24/06/2021,4.0000,6.821792,20.0483
25/06/2021,4.2500,6.822585,19.7930
28/06/2021,4.2500,6.827259,19.8027
29/06/2021,4.2500,6.828818,19.8157
30/06/2021,4.2500,6.830377,19.9062
01/07/2021,4.2500,6.831937,20.0368
02/07/2021,4.2500,6.833497,19.8817
05/07/2021,4.2500,6.838179,19.8532
06/07/2021,4.2500,6.839741,19.9658
07/07/2021,4.2500,6.841303,19.9915
08/07/2021,4.2500,6.842865,20.0070
09/07/2021,4.2500,6.844427,19.8800
12/07/2021,4.2500,6.847840,19.8577
13/07/2021,4.2500,6.848765,19.9988
14/07/2021,4.2500,6.849690,19.8992
15/07/2021,4.2500,6.850615,19.9412
16/07/2021,4.2500,6.851541,19.8537
19/07/2021,4.2500,6.854318,20.0000
20/07/2021,4.2500,6.855244,20.1348
21/07/2021,4.2500,6.856170,20.1907
22/07/2021,4.2500,6.857096,20.1812
23/07/2021,4.2500,6.858023,20.0238
26/07/2021,4.2500,6.861446,20.0245
27/07/2021,4.2500,6.863016,19.9770
28/07/2021,4.2500,6.864587,19.9535
29/07/2021,4.2500,6.866158,19.8448
30/07/2021,4.2500,6.867730,19.8455
02/08/2021,4.2500,6.872446,19.8520
03/08/2021,4.2500,6.874019,19.8920
04/08/2021,4.2500,6.875592,19.9547
05/08/2021,4.2500,6.877166,19.9293
06/08/2021,4.2500,6.878740,20.0037
09/08/2021,4.2500,6.883464,20.0648
10/08/2021,4.2500,6.885040,20.1038
11/08/2021,4.2500,6.886134,19.9530
12/08/2021,4.2500,6.887228,19.8907
13/08/2021,4.5000,6.888323,19.8603
16/08/2021,4.5000,6.891608,19.8863
17/08/2021,4.5000,6.892703,19.9912
18/08/2021,4.5000,6.893799,20.0107
19/08/2021,4.5000,6.894894,20.1175
20/08/2021,4.5000,6.895990,20.4020
23/08/2021,4.5000,6.899279,20.3907
24/08/2021,4.5000,6.900375,20.2967
25/08/2021,4.5000,6.901472,20.2933
26/08/2021,4.5000,6.901381,20.3522
27/08/2021,4.5000,6.901290,20.2293
30/08/2021,4.5000,6.901017,20.1403
31/08/2021,4.5000,6.900926,20.0605
01/09/2021,4.5000,6.900835,19.9615
02/09/2021,4.5000,6.900744,19.9703
03/09/2021,4.5000,6.900653,19.8992
06/09/2021,4.5000,6.900381,19.8878
07/09/2021,4.5000,6.900290,19.9440
08/09/2021,4.5000,6.900199,19.9383
09/09/2021,4.5000,6.900108,19.9318
10/09/2021,4.5000,6.900017,19.8717
13/09/2021,4.5000,6.902550,19.8677
14/09/2021,4.5000,6.903394,19.9035
15/09/2021,4.5000,6.904239,19.9003
17/09/2021,4.5000,6.905928,19.9853
20/09/2021,4.5000,6.908463,20.1735
21/09/2021,4.5000,6.909308,20.1438
22/09/2021,4.5000,6.910153,20.0328
23/09/2021,4.5000,6.910999,20.0280
24/09/2021,4.5000,6.911844,20.1118
27/09/2021,4.5000,6.916555,20.1052
28/09/2021,4.5000,6.918489,20.3060
29/09/2021,4.5000,6.920423,20.4977
30/09/2021,4.5000,6.922358,20.5623
01/10/2021,4.7500,6.924293,20.5103
04/10/2021,4.7500,6.930102,20.5747
05/10/2021,4.7500,6.932039,20.5818
06/10/2021,4.7500,6.933977,20.6947
07/10/2021,4.7500,6.935916,20.6040
08/10/2021,4.7500,6.937855,20.7293
11/10/2021,4.7500,6.942696,20.8017
12/10/2021,4.7500,6.943657,20.7767
13/10/2021,4.7500,6.944618,20.6827
14/10/2021,4.7500,6.945580,20.6075
15/10/2021,4.7500,6.946542,20.4672
18/10/2021,4.7500,6.949427,20.3587
19/10/2021,4.7500,6.950390,20.2647
20/10/2021,4.7500,6.951352,20.1850
21/10/2021,4.7500,6.952314,20.2643
22/10/2021,4.7500,6.953277,20.1837
25/10/2021,4.7500,6.956166,20.1897
26/10/2021,4.7500,6.958509,20.1888
27/10/2021,4.7500,6.960854,20.1930
28/10/2021,4.7500,6.963199,20.3255
29/10/2021,4.7500,6.965545,20.5297
01/11/2021,4.7500,6.972588,20.8598
03/11/2021,4.7500,6.977288,20.8352
04/11/2021,4.7500,6.979638,20.6242
05/11/2021,4.7500,6.981990,20.3925
08/11/2021,4.7500,6.989050,20.3265
09/11/2021,4.7500,6.991405,20.2833
10/11/2021,4.7500,6.993760,20.4702
11/11/2021,4.7500,6.995540,20.4652
12/11/2021,5.0000,6.997320,20.5072
16/11/2021,5.0000,7.004444,20.8092
17/11/2021,5.0000,7.006226,20.6912
18/11/2021,5.0000,7.008009,20.7628
19/11/2021,5.0000,7.009792,20.8283
22/11/2021,5.0000,7.015144,20.9632
23/11/2021,5.0000,7.016929,21.2107
24/11/2021,5.0000,7.018715,21.4357
25/11/2021,5.0000,7.020501,21.5462
26/11/2021,5.0000,7.023736,21.8185
29/11/2021,5.0000,7.033452,21.7333
30/11/2021,5.0000,7.036693,21.4453
01/12/2021,5.0000,7.039936,21.2710
02/12/2021,5.0000,7.043181,21.3033
03/12/2021,5.0000,7.046427,21.4177
06/12/2021,5.0000,7.056174,21.2047
07/12/2021,5.0000,7.059426,21.0907
08/12/2021,5.0000,7.062680,20.9330
09/12/2021,5.0000,7.065935,21.0328
10/12/2021,5.0000,7.069191,20.8922
13/12/2021,5.0000,7.076453,20.9383
14/12/2021,5.0000,7.078875,21.1650
15/12/2021,5.0000,7.081298,21.2393
16/12/2021,5.0000,7.083722,20.9238
17/12/2021,5.5000,7.086146,20.7337
20/12/2021,5.5000,7.093425,20.7363
21/12/2021,5.5000,7.095853,20.7823
22/12/2021,5.5000,7.098282,20.7527
23/12/2021,5.5000,7.100711,20.6582
24/12/2021,5.5000,7.103142,20.6112
27/12/2021,5.5000,7.106459,20.6828
28/12/2021,5.5000,7.106903,20.5770
29/12/2021,5.5000,7.107346,20.5835
30/12/2021,5.5000,7.107789,20.5157
31/12/2021,5.5000,7.108233,20.4672
03/01/2022,5.5000,7.109563,20.5890
04/01/2022,5.5000,7.110006,20.4742
05/01/2022,5.5000,7.110450,20.3977
06/01/2022,5.5000,7.110893,20.4588
07/01/2022,5.5000,7.111337,20.4237
10/01/2022,5.5000,7.112667,20.4453
11/01/2022,5.5000,7.112720,20.3785
12/01/2022,5.5000,7.112772,20.3660
13/01/2022,5.5000,7.112825,20.3607
14/01/2022,5.5000,7.112878,20.3118
17/01/2022,5.5000,7.113035,20.3002
18/01/2022,5.5000,7.113088,20.4030
19/01/2022,5.5000,7.113140,20.4600
20/01/2022,5.5000,7.113193,20.4507
21/01/2022,5.5000,7.113245,20.4598
24/01/2022,5.5000,7.113403,20.6308
25/01/2022,5.5000,7.113456,20.6683
26/01/2022,5.5000,7.115181,20.6415
27/01/2022,5.5000,7.116906,20.7383
28/01/2022,5.5000,7.118632,20.8597
31/01/2022,5.5000,7.123812,20.6352
01/02/2022,5.5000,7.125539,20.5800
02/02/2022,5.5000,7.127267,20.6003
03/02/2022,5.5000,7.128996,20.5562
04/02/2022,5.5000,7.130724,20.7325
08/02/2022,5.5000,7.137644,20.6413
09/02/2022,5.5000,7.139374,20.5008
10/02/2022,5.5000,7.141106,20.4148
11/02/2022,6.0000,7.142978,20.4188
14/02/2022,6.0000,7.148598,20.4110
15/02/2022,6.0000,7.150472,20.3992
16/02/2022,6.0000,7.152346,20.3335
17/02/2022,6.0000,7.154222,20.2978
18/02/2022,6.0000,7.156097,20.3063
21/02/2022,6.0000,7.161727,20.2825
22/02/2022,6.0000,7.163605,20.2977
23/02/2022,6.0000,7.165483,20.2435
24/02/2022,6.0000,7.167362,20.6525
25/02/2022,6.0000,7.169241,20.4465
28/02/2022,6.0000,7.176212,20.4257
01/03/2022,6.0000,7.178537,20.5272
02/03/2022,6.0000,7.180863,20.7193
03/03/2022,6.0000,7.183190,20.7033
04/03/2022,6.0000,7.185517,20.9262
07/03/2022,6.0000,7.192504,21.1947
08/03/2022,6.0000,7.194835,21.3775
09/03/2022,6.0000,7.197166,20.9677
10/03/2022,6.0000,7.199498,20.9743
11/03/2022,6.0000,7.201499,20.9695
14/03/2022,6.0000,7.207506,20.8908
15/03/2022,6.0000,7.209509,20.8743
16/03/2022,6.0000,7.211513,20.7035
17/03/2022,6.0000,7.213518,20.5585
18/03/2022,6.0000,7.215523,20.4145
22/03/2022,6.0000,7.223548,20.2782
23/03/2022,6.0000,7.225556,20.1800
24/03/2022,6.0000,7.227565,20.1313
25/03/2022,6.5000,7.229574,19.9577
28/03/2022,6.5000,7.236109,20.1195
29/03/2022,6.5000,7.238289,19.9942
30/03/2022,6.5000,7.240470,19.8632
31/03/2022,6.5000,7.242651,19.9112
01/04/2022,6.5000,7.244833,19.8432
04/04/2022,6.5000,7.251383,19.7443
05/04/2022,6.5000,7.253567,19.9012
06/04/2022,6.5000,7.255753,20.0665
07/04/2022,6.5000,7.257938,20.1605
08/04/2022,6.5000,7.260125,20.1200
